Dataset,Trust Method,Accuracy,Precision,Recall,F1-Score,FPR,FNR,Specificity,Balanced Accuracy,TP,TN,FP,FN,Status
CICIDS2017,Majority Vote,0.94806,0.9669112913608858,0.7624365482233503,0.8525855707555202,0.0064009962640099,0.2375634517766497,0.99359900373599,0.8780177759796701,7510,39893,257,2340,available
CICIDS2017,Global Trust Voting,0.9639,0.9318303811057436,0.8812182741116751,0.905817897208453,0.0158156911581569,0.1187817258883248,0.984184308841843,0.9327012914767592,8680,39515,635,1170,available
CICIDS2017,Dynamic Trust,0.94556,0.9292941459889184,0.783248730964467,0.8500440722785368,0.0146201743462017,0.216751269035533,0.9853798256537982,0.8843142783091327,7715,39563,587,2135,available
CICIDS2017,Trust Agent Selector,0.98836,0.9618297787522424,0.9797969543147208,0.9707302353651176,0.0095392278953922,0.0202030456852791,0.9904607721046076,0.9851288632096642,9651,39767,383,199,available
CICIDS2017,AI Trust Auditor,0.94556,0.9292941459889184,0.783248730964467,0.8500440722785368,0.0146201743462017,0.216751269035533,0.9853798256537982,0.8843142783091327,7715,39563,587,2135,available
