Dataset,Trust Method,Avg Accuracy Drop,Avg F1 Drop,Avg FPR Increase,Avg FNR Increase,Robustness Rank,Notes
CICIDS2017,AI Trust Auditor,0.004504999999999975,0.003575963900324025,0.015099626400996252,-0.03868020304568525,1,Best average robustness
CICIDS2017,Dynamic Trust,0.004504999999999975,0.003575963900324025,0.015099626400996252,-0.03868020304568525,2,Strongest attack detection preservation
CICIDS2017,Majority Vote,0.008744999999999975,0.0249201899705157,0.0055728518057285,0.02167512690355325,3,Robustness trade-off
CICIDS2017,Global Trust Voting,0.013824999999999948,0.03235621784613315,0.015672478206724752,0.00629441624365485,4,Robustness trade-off
CICIDS2017,Trust Agent Selector,0.06601999999999998,0.1211882135951785,0.06453922789539225,0.07205583756345176,5,Robustness trade-off
