Dataset,Poisoned Agent,Evaluation Type,Accuracy,Precision,Recall,F1-Score,FPR,FNR,Specificity,Balanced Accuracy,TP,TN,FP,FN,Observation
UNSW-NB15,General Traffic Agent,Original Agent,0.8076325122674052,0.7428049262381454,0.9952130945027796,0.8506806954029491,0.4221891891891892,0.0047869054972205,0.5778108108108108,0.7865119526567952,45115,21379,15621,217,Maintains attack recall but increases false positives
UNSW-NB15,General Traffic Agent,Poisoned Agent,0.6227104892386921,0.6454743796260425,0.6983146563134209,0.6708556291390728,0.4699189189189189,0.301685343686579,0.5300810810810811,0.614197868697251,31656,19613,17387,13676,Severe degradation after poisoning
UNSW-NB15,General Traffic Agent,Majority Vote,0.8560826895982121,0.8159667830518071,0.9537192270360892,0.879481676617472,0.2635405405405405,0.0462807729639107,0.7364594594594595,0.8450893432477744,43234,27249,9751,2098,Best overall recovery
UNSW-NB15,General Traffic Agent,Global Trust Voting,0.841908370985765,0.7845119030849416,0.982837730521486,0.8725470996044025,0.3307567567567567,0.017162269478514,0.6692432432432432,0.8260404868823645,44554,24762,12238,778,Maintains attack recall but increases false positives
UNSW-NB15,General Traffic Agent,Dynamic Trust,0.8484550357090803,0.7926635905292976,0.9814921027089032,0.8770290647822359,0.3145405405405405,0.0185078972910968,0.6854594594594594,0.8334757810841813,44493,25362,11638,839,Maintains attack recall but increases false positives
UNSW-NB15,General Traffic Agent,Trust Agent Selector,0.8172399553029199,0.752901878914405,0.9944410129709698,0.8569771973347781,0.3998648648648649,0.0055589870290302,0.6001351351351352,0.7972880740530525,45080,22205,14795,252,Strongest attack detection preservation
UNSW-NB15,General Traffic Agent,AI Trust Auditor,0.8484550357090803,0.7926635905292976,0.9814921027089032,0.8770290647822359,0.3145405405405405,0.0185078972910968,0.6854594594594594,0.8334757810841813,44493,25362,11638,839,Maintains attack recall but increases false positives
