selected_rule_set_id,hard_case_min_confidence,hard_case_min_margin,override_confidence_gap,candidate_min_confidence,require_two_agent_agreement,validation_accuracy,validation_f1,validation_recall,validation_precision,validation_balanced_accuracy,validation_override_rate,validation_successful_override_rate,validation_failed_override_rate,test_accuracy,test_f1,test_recall,test_precision,test_fnr,test_override_rate,test_successful_override_rate,test_failed_override_rate,beats_hard_case_validation,beats_hard_case_test
hc_conf=0.5_hc_margin=0.1_gap=0.15_cand_min=0.8_req2=True,0.5,0.1,0.15,0.8,True,0.94904,0.8844129921974233,0.9896446700507614,0.7994095456782024,0.9643615629207729,0.02268,0.0,1.0,0.95058,0.8876664999772697,0.9911675126903553,0.8037375483658517,0.00883248730964467,0.02104,0.0009505703422053232,0.9990494296577946,False,False
