Trust Method,Scenario,Poisoned Agent,Accuracy,Precision,Recall,F1,FPR,FNR,TPR,TNR,Specificity,Balanced Accuracy,TP,TN,FP,FN,Accuracy Drop,F1 Drop,FNR Increase,FPR Increase
FNR Penalty Trust,Clean,None,0.930379746835443,0.9215208496161096,0.9349316665889267,0.9281778189395693,0.07384176147423974,0.06506833341107328,0.9349316665889267,0.9261582385257603,0.9261582385257603,0.9305449525573435,20044,21410,1707,1395,0.0,0.0,0.0,0.0
FNR Penalty Trust,Poisoned,Normal Behavior Agent,0.9067241224526439,0.8719814041582369,0.9448668314753487,0.9069621670024625,0.1286499113206731,0.05513316852465134,0.9448668314753487,0.871350088679327,0.871350088679327,0.9081084600773378,20257,20143,2974,1182,0.023655624382799112,0.02121565193710684,-0.009935164886421939,0.05480814984643337
Best Safe Model Selector,Clean,None,0.9507810395906275,0.9573234483414124,0.9395960632492187,0.9483769214472353,0.038845871004023015,0.06040393675078129,0.9395960632492187,0.961154128995977,0.961154128995977,0.9503750961225979,20144,22219,898,1295,0.0,0.0,0.0,0.0
Best Safe Model Selector,Poisoned,Normal Behavior Agent,0.9507810395906275,0.9573234483414124,0.9395960632492187,0.9483769214472353,0.038845871004023015,0.06040393675078129,0.9395960632492187,0.961154128995977,0.961154128995977,0.9503750961225979,20144,22219,898,1295,0.0,0.0,0.0,0.0
Best Accuracy Selector,Clean,None,0.9507810395906275,0.9573234483414124,0.9395960632492187,0.9483769214472353,0.038845871004023015,0.06040393675078129,0.9395960632492187,0.961154128995977,0.961154128995977,0.9503750961225979,20144,22219,898,1295,0.0,0.0,0.0,0.0
Best Accuracy Selector,Poisoned,Normal Behavior Agent,0.9507810395906275,0.9573234483414124,0.9395960632492187,0.9483769214472353,0.038845871004023015,0.06040393675078129,0.9395960632492187,0.961154128995977,0.961154128995977,0.9503750961225979,20144,22219,898,1295,0.0,0.0,0.0,0.0
Class-Specific Trust,Clean,None,0.9449681299937158,0.9494815586383221,0.9353981062549559,0.9423872180451128,0.04615650819743046,0.06460189374504408,0.9353981062549559,0.9538434918025696,0.9538434918025696,0.9446207990287627,20054,22050,1067,1385,0.0,0.0,0.0,0.0
Class-Specific Trust,Poisoned,Normal Behavior Agent,0.9436215100098753,0.9454459872911273,0.9368907131862494,0.941148908256021,0.050136263355971794,0.06310928681375064,0.9368907131862494,0.9498637366440282,0.9498637366440282,0.9433772249151389,20086,21958,1159,1353,0.001346619983840558,0.001238309789091785,-0.0014926069312934387,0.003979755158541334
Dynamic Trust,Clean,None,0.9275518448693778,0.9528072007558804,0.8936984001119456,0.9223067295658034,0.041052039624518755,0.10630159988805447,0.8936984001119456,0.9589479603754812,0.9589479603754812,0.9263231802437134,19160,22168,949,2279,0.0,0.0,0.0,0.0
Dynamic Trust,Poisoned,Normal Behavior Agent,0.9356988957716132,0.9307513914656772,0.9360044778207939,0.9333705435010117,0.06458450490980663,0.06399552217920612,0.9360044778207939,0.9354154950901934,0.9354154950901934,0.9357099864554936,20067,21624,1493,1372,-0.008147050902235442,-0.011063813935208278,-0.04230607770884835,0.02353246528528788
Confidence-Based Trust,Clean,None,0.9295044438459467,0.9680274196848783,0.8826437800270535,0.9233659452997292,0.027036380153134056,0.1173562199729465,0.8826437800270535,0.972963619846866,0.972963619846866,0.9278036999369597,18923,22492,625,2516,0.0,0.0,0.0,0.0
Confidence-Based Trust,Poisoned,Normal Behavior Agent,0.9194721249663345,0.9720239039610767,0.857316106161668,0.9110736591652622,0.022883592161612665,0.14268389383833202,0.857316106161668,0.9771164078383874,0.9771164078383874,0.9172162570000277,18380,22588,529,3059,0.010032318879612201,0.012292286134466979,0.025327673865385522,-0.004152787991521391
Hybrid Trust,Clean,None,0.929459556513152,0.9675457426147398,0.8830169317598768,0.9233508108767223,0.0274689622355842,0.11698306824012314,0.8830169317598768,0.9725310377644159,0.9725310377644159,0.9277739847621463,18931,22482,635,2508,0.0,0.0,0.0,0.0
Hybrid Trust,Poisoned,Normal Behavior Agent,0.9193150193015531,0.9715146390444984,0.8574560380614767,0.9109288669755456,0.02331617424406281,0.14254396193852326,0.8574560380614767,0.9766838257559372,0.9766838257559372,0.917069931908707,18383,22578,539,3056,0.010144537211598914,0.01242194390117668,0.025560893698400117,-0.004152787991521391
