Dataset,Poison Mode,Poison Rate,Poisoned Agent,Evaluation Type,Accuracy,Precision,Recall,F1,FPR,FNR,TPR,TNR,Specificity,Balanced Accuracy,TP,TN,FP,FN,ROC AUC,PR AUC,Accuracy Recovery,F1 Recovery,FNR Reduction
CICIDS2017,flip,0.3,Normal Behavior Agent,Original Agent,0.90848,0.8790971822886716,0.6208121827411167,0.7277162918005474,0.020946450809464508,0.37918781725888323,0.6208121827411167,0.9790535491905354,0.9790535491905354,0.799932865965826,6115,39309,841,3735,0.9466935451447934,0.8285496944940814,,,
CICIDS2017,flip,0.3,Normal Behavior Agent,Poisoned Agent,0.66332,0.30419423572950544,0.550761421319797,0.39192313249530414,0.30906600249066,0.44923857868020306,0.550761421319797,0.6909339975093399,0.6909339975093399,0.6208477094145685,5425,27741,12409,4425,,,,,
CICIDS2017,flip,0.3,Normal Behavior Agent,Majority Vote,0.94352,0.9154446546830652,0.7858883248730965,0.8457336392439637,0.01780821917808219,0.21411167512690354,0.7858883248730965,0.9821917808219178,0.9821917808219178,0.8840400528475072,7741,39435,715,2109,,,,,
CICIDS2017,flip,0.3,Normal Behavior Agent,Majority Vote,0.94352,0.9154446546830652,0.7858883248730965,0.8457336392439637,0.01780821917808219,0.21411167512690354,0.7858883248730965,0.9821917808219178,0.9821917808219178,0.8840400528475072,7741,39435,715,2109,,,0.0,0.0,0.0
CICIDS2017,flip,0.3,Normal Behavior Agent,Global Trust Voting,0.95526,0.8735158473162594,0.903756345177665,0.8883788234120054,0.03210460772104608,0.09624365482233503,0.903756345177665,0.9678953922789539,0.9678953922789539,0.9358258687283094,8902,38861,1289,948,,,0.011739999999999973,0.04264518416804164,0.11786802030456851
CICIDS2017,flip,0.3,Normal Behavior Agent,F1 Trust Voting,0.95526,0.8735158473162594,0.903756345177665,0.8883788234120054,0.03210460772104608,0.09624365482233503,0.903756345177665,0.9678953922789539,0.9678953922789539,0.9358258687283094,8902,38861,1289,948,,,0.011739999999999973,0.04264518416804164,0.11786802030456851
CICIDS2017,flip,0.3,Normal Behavior Agent,Error-Aware Trust,0.95526,0.8735158473162594,0.903756345177665,0.8883788234120054,0.03210460772104608,0.09624365482233503,0.903756345177665,0.9678953922789539,0.9678953922789539,0.9358258687283094,8902,38861,1289,948,,,0.011739999999999973,0.04264518416804164,0.11786802030456851
CICIDS2017,flip,0.3,Normal Behavior Agent,Attack Recall Trust,0.95526,0.8735158473162594,0.903756345177665,0.8883788234120054,0.03210460772104608,0.09624365482233503,0.903756345177665,0.9678953922789539,0.9678953922789539,0.9358258687283094,8902,38861,1289,948,,,0.011739999999999973,0.04264518416804164,0.11786802030456851
CICIDS2017,flip,0.3,Normal Behavior Agent,FNR Penalty Trust,0.95526,0.8735158473162594,0.903756345177665,0.8883788234120054,0.03210460772104608,0.09624365482233503,0.903756345177665,0.9678953922789539,0.9678953922789539,0.9358258687283094,8902,38861,1289,948,,,0.011739999999999973,0.04264518416804164,0.11786802030456851
CICIDS2017,flip,0.3,Normal Behavior Agent,Best Safe Model Selector,0.96824,0.8665483584738243,0.9914720812182741,0.924810606060606,0.03745952677459527,0.008527918781725888,0.9914720812182741,0.9625404732254047,0.9625404732254047,0.9770062772218394,9766,38646,1504,84,,,0.024719999999999964,0.07907696681664234,0.20558375634517767
CICIDS2017,flip,0.3,Normal Behavior Agent,Best Accuracy Selector,0.96824,0.8665483584738243,0.9914720812182741,0.924810606060606,0.03745952677459527,0.008527918781725888,0.9914720812182741,0.9625404732254047,0.9625404732254047,0.9770062772218394,9766,38646,1504,84,,,0.024719999999999964,0.07907696681664234,0.20558375634517767
CICIDS2017,flip,0.3,Normal Behavior Agent,Class-Specific Trust,0.95526,0.8735158473162594,0.903756345177665,0.8883788234120054,0.03210460772104608,0.09624365482233503,0.903756345177665,0.9678953922789539,0.9678953922789539,0.9358258687283094,8902,38861,1289,948,,,0.011739999999999973,0.04264518416804164,0.11786802030456851
CICIDS2017,flip,0.3,Normal Behavior Agent,Dynamic Trust,0.9313,0.8100531657805703,0.8507614213197969,0.8299083931666255,0.0489414694894147,0.14923857868020304,0.8507614213197969,0.9510585305105853,0.9510585305105853,0.9009099759151911,8380,38185,1965,1470,,,-0.012220000000000009,-0.015825246077338262,0.0648730964467005
CICIDS2017,flip,0.3,Normal Behavior Agent,Confidence-Based Trust,0.95162,0.9643794525684289,0.7833502538071065,0.8644893843482158,0.007098381070983811,0.2166497461928934,0.7833502538071065,0.9929016189290162,0.9929016189290162,0.8881259363680614,7716,39865,285,2134,,,0.008099999999999996,0.018755745104252042,-0.0025380710659898553
CICIDS2017,flip,0.3,Normal Behavior Agent,Hybrid Trust,0.95166,0.9645044369453818,0.7834517766497462,0.864601422889474,0.007073474470734744,0.2165482233502538,0.7834517766497462,0.9929265255292653,0.9929265255292653,0.8881891510895057,7717,39866,284,2133,,,0.008139999999999925,0.018867783645510228,-0.0024365482233502656
CICIDS2017,flip,0.3,Normal Behavior Agent,Attack Override Trust,0.96576,0.8616246000710984,0.984263959390863,0.9188702492654724,0.03877957658779577,0.015736040609137057,0.984263959390863,0.9612204234122043,0.9612204234122043,0.9727421914015336,9695,38593,1557,155,,,0.022239999999999926,0.07313661002150873,0.1983756345177665
CICIDS2017,flip,0.3,Normal Behavior Agent,Role-Aware Trust Voting,0.95526,0.8735158473162594,0.903756345177665,0.8883788234120054,0.03210460772104608,0.09624365482233503,0.903756345177665,0.9678953922789539,0.9678953922789539,0.9358258687283094,8902,38861,1289,948,,,0.011739999999999973,0.04264518416804164,0.11786802030456851
CICIDS2017,flip,0.3,Normal Behavior Agent,Trust Agent Selector,0.9794,0.9287380906085942,0.9698477157360406,0.9488478347238777,0.01825653798256538,0.03015228426395939,0.9698477157360406,0.9817434620174346,0.9817434620174346,0.9757955888767376,9553,39417,733,297,,,0.03588000000000002,0.10311419547991396,0.18395939086294416
CICIDS2017,flip,0.3,Normal Behavior Agent,Confidence-Margin Trust,0.9461,0.9797505699342899,0.7417258883248731,0.8442826601952967,0.003760896637608966,0.2582741116751269,0.7417258883248731,0.9962391033623911,0.9962391033623911,0.8689824958436321,7306,39999,151,2544,,,0.0025800000000000267,-0.0014509790486669782,-0.04416243654822338
CICIDS2017,flip,0.3,Normal Behavior Agent,Local Accuracy Trust,0.97586,0.9140557631503305,0.9685279187817258,0.9405037708877606,0.022341220423412203,0.03147208121827411,0.9685279187817258,0.9776587795765878,0.9776587795765878,0.9730933491791568,9540,39253,897,310,,,0.032339999999999924,0.09477013164379688,0.18263959390862944
CICIDS2017,flip,0.3,Normal Behavior Agent,AI Trust Auditor,0.9313,0.8100531657805703,0.8507614213197969,0.8299083931666255,0.0489414694894147,0.14923857868020304,0.8507614213197969,0.9510585305105853,0.9510585305105853,0.9009099759151911,8380,38185,1965,1470,,,-0.012220000000000009,-0.015825246077338262,0.0648730964467005
