Trust Method,Scenario,Poisoned Agent,Accuracy,Precision,Recall,F1,FPR,FNR,TPR,TNR,Specificity,Balanced Accuracy,TP,TN,FP,FN,Accuracy Drop,F1 Drop,FNR Increase,FPR Increase
FNR Penalty Trust,Clean,None,0.9639,0.9318303811057435,0.8812182741116751,0.905817897208453,0.01581569115815691,0.11878172588832488,0.8812182741116751,0.984184308841843,0.984184308841843,0.9327012914767591,8680,39515,635,1170,0.0,0.0,0.0,0.0
FNR Penalty Trust,Poisoned,Hard-Case Agent,0.9177,0.7917981072555205,0.7899492385786802,0.7908725923667226,0.05095890410958904,0.2100507614213198,0.7899492385786802,0.949041095890411,0.949041095890411,0.8694951672345456,7781,38104,2046,2069,0.04620000000000002,0.11494530484173038,0.09126903553299491,0.03514321295143213
Best Safe Model Selector,Clean,None,0.96824,0.8665483584738243,0.9914720812182741,0.924810606060606,0.03745952677459527,0.008527918781725888,0.9914720812182741,0.9625404732254047,0.9625404732254047,0.9770062772218394,9766,38646,1504,84,0.0,0.0,0.0,0.0
Best Safe Model Selector,Poisoned,Hard-Case Agent,0.68804,0.3536063569682152,0.704771573604061,0.47093141577911946,0.3160647571606476,0.2952284263959391,0.704771573604061,0.6839352428393525,0.6839352428393525,0.6943534082217067,6942,27460,12690,2908,0.2802,0.4538791902814866,0.28670050761421323,0.27860523038605234
Best Accuracy Selector,Clean,None,0.96824,0.8665483584738243,0.9914720812182741,0.924810606060606,0.03745952677459527,0.008527918781725888,0.9914720812182741,0.9625404732254047,0.9625404732254047,0.9770062772218394,9766,38646,1504,84,0.0,0.0,0.0,0.0
Best Accuracy Selector,Poisoned,Hard-Case Agent,0.68804,0.3536063569682152,0.704771573604061,0.47093141577911946,0.3160647571606476,0.2952284263959391,0.704771573604061,0.6839352428393525,0.6839352428393525,0.6943534082217067,6942,27460,12690,2908,0.2802,0.4538791902814866,0.28670050761421323,0.27860523038605234
Class-Specific Trust,Clean,None,0.9639,0.9318303811057435,0.8812182741116751,0.905817897208453,0.01581569115815691,0.11878172588832488,0.8812182741116751,0.984184308841843,0.984184308841843,0.9327012914767591,8680,39515,635,1170,0.0,0.0,0.0,0.0
Class-Specific Trust,Poisoned,Hard-Case Agent,0.9177,0.7917981072555205,0.7899492385786802,0.7908725923667226,0.05095890410958904,0.2100507614213198,0.7899492385786802,0.949041095890411,0.949041095890411,0.8694951672345456,7781,38104,2046,2069,0.04620000000000002,0.11494530484173038,0.09126903553299491,0.03514321295143213
Dynamic Trust,Clean,None,0.94556,0.9292941459889184,0.783248730964467,0.8500440722785368,0.014620174346201744,0.216751269035533,0.783248730964467,0.9853798256537982,0.9853798256537982,0.8843142783091327,7715,39563,587,2135,0.0,0.0,0.0,0.0
Dynamic Trust,Poisoned,Hard-Case Agent,0.91814,0.8107524560077729,0.7624365482233503,0.7858525610840789,0.043661270236612704,0.23756345177664975,0.7624365482233503,0.9563387297633873,0.9563387297633873,0.8593876389933688,7510,38397,1753,2340,0.02742,0.06419151119445798,0.020812182741116764,0.02904109589041096
