selected_rule_set_id,hard_case_min_confidence,hard_case_min_margin,override_confidence_gap,candidate_min_confidence,require_two_agent_agreement,validation_accuracy,validation_f1,validation_recall,validation_precision,validation_balanced_accuracy,validation_override_rate,validation_successful_override_rate,validation_failed_override_rate,test_accuracy,test_f1,test_recall,test_precision,test_fnr,test_override_rate,test_successful_override_rate,test_failed_override_rate,beats_hard_case_validation,beats_hard_case_test
hc_conf=0.5_hc_margin=0.1_gap=0.15_cand_min=0.8_req2=True,0.5,0.1,0.15,0.8,True,0.9277424505973937,0.9468205666316895,0.9450752021450417,0.948572389722888,0.9179393867868066,0.04166072599731957,0.45790554414784396,0.5420944558521561,0.8739372297527086,0.8941188472328487,0.9667122562428306,0.8316664452583835,0.03328774375716933,0.06406986347957051,0.13080568720379146,0.8691943127962085,False,False
