Dataset,Poison Mode,Poison Rate,Poisoned Agent,Evaluation Type,Accuracy,Precision,Recall,F1,FPR,FNR,TPR,TNR,Specificity,Balanced Accuracy,TP,TN,FP,FN,ROC AUC,PR AUC,Accuracy Recovery,F1 Recovery,FNR Reduction
CICIDS2017,flip,0.3,Attack Recall Agent,Original Agent,0.86682,0.6201159376646842,0.836243654822335,0.7121428262655082,0.12567870485678706,0.16375634517766496,0.836243654822335,0.874321295143213,0.874321295143213,0.855282474982774,8237,35104,5046,1613,0.9182453843771138,0.7556189142736182,,,
CICIDS2017,flip,0.3,Attack Recall Agent,Poisoned Agent,0.64894,0.3106347411377157,0.6414213197969543,0.41856305276756434,0.34921544209215444,0.3585786802030457,0.6414213197969543,0.6507845579078456,0.6507845579078456,0.6461029388524,6318,26129,14021,3532,,,,,
CICIDS2017,flip,0.3,Attack Recall Agent,Majority Vote,0.94138,0.9685764594338345,0.725989847715736,0.8299193407996286,0.005778331257783312,0.27401015228426395,0.725989847715736,0.9942216687422167,0.9942216687422167,0.8601057582289764,7151,39918,232,2699,,,,,
CICIDS2017,flip,0.3,Attack Recall Agent,Majority Vote,0.94138,0.9685764594338345,0.725989847715736,0.8299193407996286,0.005778331257783312,0.27401015228426395,0.725989847715736,0.9942216687422167,0.9942216687422167,0.8601057582289764,7151,39918,232,2699,,,0.0,0.0,0.0
CICIDS2017,flip,0.3,Attack Recall Agent,Global Trust Voting,0.9616,0.9132791327913279,0.8895431472081218,0.9012548858259617,0.020722291407222915,0.11045685279187817,0.8895431472081218,0.9792777085927771,0.9792777085927771,0.9344104279004495,8762,39318,832,1088,,,0.020220000000000016,0.0713355450263331,0.16355329949238578
CICIDS2017,flip,0.3,Attack Recall Agent,F1 Trust Voting,0.9616,0.9132791327913279,0.8895431472081218,0.9012548858259617,0.020722291407222915,0.11045685279187817,0.8895431472081218,0.9792777085927771,0.9792777085927771,0.9344104279004495,8762,39318,832,1088,,,0.020220000000000016,0.0713355450263331,0.16355329949238578
CICIDS2017,flip,0.3,Attack Recall Agent,Error-Aware Trust,0.9616,0.9132791327913279,0.8895431472081218,0.9012548858259617,0.020722291407222915,0.11045685279187817,0.8895431472081218,0.9792777085927771,0.9792777085927771,0.9344104279004495,8762,39318,832,1088,,,0.020220000000000016,0.0713355450263331,0.16355329949238578
CICIDS2017,flip,0.3,Attack Recall Agent,Attack Recall Trust,0.9616,0.9132791327913279,0.8895431472081218,0.9012548858259617,0.020722291407222915,0.11045685279187817,0.8895431472081218,0.9792777085927771,0.9792777085927771,0.9344104279004495,8762,39318,832,1088,,,0.020220000000000016,0.0713355450263331,0.16355329949238578
CICIDS2017,flip,0.3,Attack Recall Agent,FNR Penalty Trust,0.9616,0.9132791327913279,0.8895431472081218,0.9012548858259617,0.020722291407222915,0.11045685279187817,0.8895431472081218,0.9792777085927771,0.9792777085927771,0.9344104279004495,8762,39318,832,1088,,,0.020220000000000016,0.0713355450263331,0.16355329949238578
CICIDS2017,flip,0.3,Attack Recall Agent,Best Safe Model Selector,0.96824,0.8665483584738243,0.9914720812182741,0.924810606060606,0.03745952677459527,0.008527918781725888,0.9914720812182741,0.9625404732254047,0.9625404732254047,0.9770062772218394,9766,38646,1504,84,,,0.026859999999999995,0.09489126526097746,0.2654822335025381
